"","DisplayString","age","Female","Male","ISO_Code"
"90","Albania",90,0.142462656,0.241305009,"ALB"
"91","Albania",91,0.156132598,0.255797143,"ALB"
"92","Albania",92,0.171292,0.270837174,"ALB"
"93","Albania",93,0.187835849,0.286390918,"ALB"
"94","Albania",94,0.20518397,0.303376189,"ALB"
"95","Albania",95,0.222632404,0.324140573,"ALB"
"96","Albania",96,0.242187975,0.34467047,"ALB"
"97","Albania",97,0.265120427,0.359942132,"ALB"
"98","Albania",98,0.292252836,0.367043818,"ALB"
"99","Albania",99,0.324018588,0.372853143,"ALB"
"100","Albania",100,0.360183359,0.394052082,"ALB"
"101","Andorra",1,0.000277,0.000316,"AND"
"102","Andorra",2,0.000156,0.000198,"AND"
"103","Andorra",3,0.00012,0.00016,"AND"
"104","Andorra",4,0.000103,0.000136,"AND"
"105","Andorra",5,6.97e-05,9.27e-05,"AND"
"106","Andorra",6,6.28e-05,8.57e-05,"AND"
"107","Andorra",7,5.39e-05,8.34e-05,"AND"
"108","Andorra",8,5.06e-05,7.96e-05,"AND"
"109","Andorra",9,4.64e-05,7.61e-05,"AND"
"110","Andorra",10,5.44e-05,7.25e-05,"AND"
"111","Andorra",11,5.42e-05,7.49e-05,"AND"
"112","Andorra",12,5.87e-05,8.49e-05,"AND"
"113","Andorra",13,6.58e-05,0.000101,"AND"
"114","Andorra",14,8.31e-05,0.000137,"AND"
"115","Andorra",15,0.000119,0.000184,"AND"
"116","Andorra",16,0.000134,0.000227,"AND"
"117","Andorra",17,0.000149,0.000279,"AND"
"118","Andorra",18,0.000162,0.00034,"AND"
"119","Andorra",19,0.000174,0.000409,"AND"
"120","Andorra",20,0.000185,0.000482,"AND"
"121","Andorra",21,0.000195,0.000543,"AND"
"122","Andorra",22,0.000204,0.000585,"AND"
"123","Andorra",23,0.000211,0.00061,"AND"
"124","Andorra",24,0.000218,0.000616,"AND"
"125","Andorra",25,0.000224,0.000609,"AND"
"126","Andorra",26,0.000231,0.000604,"AND"
"127","Andorra",27,0.000241,0.000604,"AND"
"128","Andorra",28,0.000253,0.00061,"AND"
"129","Andorra",29,0.000267,0.000622,"AND"
"130","Andorra",30,0.000283,0.000639,"AND"
"131","Andorra",31,0.000303,0.000663,"AND"
"132","Andorra",32,0.000325,0.000694,"AND"
"133","Andorra",33,0.00035,0.00073,"AND"
"134","Andorra",34,0.000379,0.000773,"AND"
"135","Andorra",35,0.00041,0.000822,"AND"
"136","Andorra",36,0.000447,0.000876,"AND"
"137","Andorra",37,0.000488,0.000936,"AND"
"138","Andorra",38,0.000534,0.001001586,"AND"
"139","Andorra",39,0.000585,0.001072428,"AND"
"140","Andorra",40,0.000642,0.001150995,"AND"
"141","Andorra",41,0.000704,0.001246177,"AND"
"142","Andorra",42,0.000773,0.001360289,"AND"
"143","Andorra",43,0.000848,0.001493463,"AND"
"144","Andorra",44,0.000929,0.001645855,"AND"
"145","Andorra",45,0.001017989,0.001816833,"AND"
"146","Andorra",46,0.001120631,0.002003344,"AND"
"147","Andorra",47,0.001238383,0.002204783,"AND"
"148","Andorra",48,0.001371354,0.002421386,"AND"
"149","Andorra",49,0.00151967,0.002653421,"AND"
"150","Andorra",50,0.001682761,0.002904503,"AND"
"151","Andorra",51,0.001857916,0.003188298,"AND"
"152","Andorra",52,0.002044583,0.003508746,"AND"
"153","Andorra",53,0.002242948,0.003866605,"AND"
"154","Andorra",54,0.002453222,0.004262758,"AND"
"155","Andorra",55,0.002676101,0.00469676,"AND"
"156","Andorra",56,0.002913707,0.005163835,"AND"
"157","Andorra",57,0.003166826,0.005663696,"AND"
"158","Andorra",58,0.003435824,0.00619768,"AND"
"159","Andorra",59,0.003721108,0.006767302,"AND"
"160","Andorra",60,0.004027322,0.007374724,"AND"
"161","Andorra",61,0.004371857,0.008023694,"AND"
"162","Andorra",62,0.004759885,0.008716968,"AND"
"163","Andorra",63,0.005192579,0.009457181,"AND"
"164","Andorra",64,0.005671305,0.010247328,"AND"
"165","Andorra",65,0.006201329,0.011099199,"AND"
"166","Andorra",66,0.006799425,0.012050981,"AND"
"167","Andorra",67,0.007472003,0.013117832,"AND"
"168","Andorra",68,0.008222327,0.014307955,"AND"
"169","Andorra",69,0.009054249,0.015631065,"AND"
"170","Andorra",70,0.009980422,0.017110981,"AND"
"171","Andorra",71,0.011039286,0.018812265,"AND"
"172","Andorra",72,0.012247305,0.02076914,"AND"
"173","Andorra",73,0.013614764,0.023009114,"AND"
"174","Andorra",74,0.015154139,0.025566302,"AND"
"175","Andorra",75,0.016911042,0.028476212,"AND"
"176","Andorra",76,0.019030012,0.03176233,"AND"
"177","Andorra",77,0.021578033,0.035480002,"AND"
"178","Andorra",78,0.024603396,0.039708322,"AND"
"179","Andorra",79,0.028168909,0.044549379,"AND"
"180","Andorra",80,0.032313508,0.050061746,"AND"
"181","Andorra",81,0.036960267,0.056090847,"AND"
"182","Andorra",82,0.042169953,0.062693559,"AND"
"183","Andorra",83,0.04807465,0.070030686,"AND"
"184","Andorra",84,0.054849244,0.078314144,"AND"
"185","Andorra",85,0.062603327,0.087682934,"AND"
"186","Andorra",86,0.07108754,0.097829487,"AND"
"187","Andorra",87,0.080396382,0.108770087,"AND"
"188","Andorra",88,0.090799909,0.120651015,"AND"
"189","Andorra",89,0.102663079,0.133609304,"AND"
"190","Andorra",90,0.116258776,0.147790279,"AND"
"191","Andorra",91,0.131116941,0.163445175,"AND"
"192","Andorra",92,0.147155968,0.180610989,"AND"
"193","Andorra",93,0.164314726,0.198927614,"AND"
"194","Andorra",94,0.182124297,0.217161609,"AND"
"195","Andorra",95,0.20010706,0.233693423,"AND"
"196","Andorra",96,0.220405643,0.251388717,"AND"
"197","Andorra",97,0.244154948,0.271749667,"AND"
"198","Andorra",98,0.271634887,0.295519992,"AND"
"199","Andorra",99,0.301875893,0.323942633,"AND"
"200","Andorra",100,0.350331935,0.38318507,"AND"
"201","Armenia",1,0.000474,0.00072,"ARM"
"202","Armenia",2,0.00026,0.000425,"ARM"
"203","Armenia",3,0.000196438,0.000332,"ARM"
"204","Armenia",4,0.000165,0.000276,"ARM"
"205","Armenia",5,0.000224,0.000293,"ARM"
"206","Armenia",6,0.000196,0.000267,"ARM"
"207","Armenia",7,0.00017,0.000251,"ARM"
"208","Armenia",8,0.000156,0.000233,"ARM"
"209","Armenia",9,0.000142,0.000218,"ARM"
"210","Armenia",10,0.000153,0.000171,"ARM"
"211","Armenia",11,0.000152,0.000173,"ARM"
"212","Armenia",12,0.000163,0.000187,"ARM"
"213","Armenia",13,0.000178,0.000216,"ARM"
"214","Armenia",14,0.000214,0.000278,"ARM"
"215","Armenia",15,0.000124,0.000478,"ARM"
"216","Armenia",16,0.000128,0.000549,"ARM"
"217","Armenia",17,0.000143,0.000612,"ARM"
"218","Armenia",18,0.000169,0.000667,"ARM"
"219","Armenia",19,0.000207,0.000713,"ARM"
"220","Armenia",20,0.000252,0.000751,"ARM"
"221","Armenia",21,0.000287,0.000778,"ARM"
"222","Armenia",22,0.000307,0.000793,"ARM"
"223","Armenia",23,0.000314,0.000797,"ARM"
"224","Armenia",24,0.000305,0.00079,"ARM"
"225","Armenia",25,0.000287,0.000776,"ARM"
"226","Armenia",26,0.000277,0.000776,"ARM"
"227","Armenia",27,0.000278,0.000793,"ARM"
"228","Armenia",28,0.000291,0.00083,"ARM"
"229","Armenia",29,0.000316,0.000884,"ARM"
"230","Armenia",30,0.00035,0.000953,"ARM"
"231","Armenia",31,0.000389,0.001017439,"ARM"
"232","Armenia",32,0.000429,0.001073103,"ARM"
"233","Armenia",33,0.00047,0.001119957,"ARM"
"234","Armenia",34,0.000514,0.001157971,"ARM"
"235","Armenia",35,0.00056,0.001200644,"ARM"
"236","Armenia",36,0.000616,0.001302204,"ARM"
"237","Armenia",37,0.000682,0.00147653,"ARM"
"238","Armenia",38,0.000758,0.001724085,"ARM"
"239","Armenia",39,0.000845,0.002045472,"ARM"
"240","Armenia",40,0.000944,0.002423702,"ARM"
"241","Armenia",41,0.001058026,0.002788326,"ARM"
"242","Armenia",42,0.001187723,0.003121724,"ARM"
"243","Armenia",43,0.001333461,0.003423878,"ARM"
"244","Armenia",44,0.001495375,0.003694662,"ARM"
"245","Armenia",45,0.00167077,0.003962443,"ARM"
"246","Armenia",46,0.001848366,0.004342174,"ARM"
"247","Armenia",47,0.002025402,0.004864844,"ARM"
"248","Armenia",48,0.002201965,0.005533679,"ARM"
"249","Armenia",49,0.00237814,0.006352743,"ARM"
"250","Armenia",50,0.002563156,0.007292245,"ARM"
"251","Armenia",51,0.002793857,0.008216829,"ARM"
"252","Armenia",52,0.003080052,0.009092877,"ARM"
"253","Armenia",53,0.003422585,0.009920799,"ARM"
"254","Armenia",54,0.003822476,0.010700534,"ARM"
"255","Armenia",55,0.004275046,0.011461677,"ARM"
"256","Armenia",56,0.004757946,0.012326519,"ARM"
"257","Armenia",57,0.005266378,0.013332334,"ARM"
"258","Armenia",58,0.005801538,0.014488365,"ARM"
"259","Armenia",59,0.006364764,0.015805633,"ARM"
"260","Armenia",60,0.006969079,0.017278572,"ARM"
"261","Armenia",61,0.007662917,0.018845319,"ARM"
"262","Armenia",62,0.008461727,0.020497859,"ARM"
"263","Armenia",63,0.009370383,0.022247834,"ARM"
"264","Armenia",64,0.010394728,0.02410866,"ARM"
"265","Armenia",65,0.011552205,0.026077308,"ARM"
"266","Armenia",66,0.012893957,0.028093534,"ARM"
"267","Armenia",67,0.014443693,0.030147536,"ARM"
"268","Armenia",68,0.016218068,0.032247509,"ARM"
"269","Armenia",69,0.018237703,0.034402036,"ARM"
"270","Armenia",70,0.020532018,0.036696837,"ARM"
"271","Armenia",71,0.023148856,0.039471716,"ARM"
"272","Armenia",72,0.026134135,0.042888416,"ARM"
"273","Armenia",73,0.029541363,0.047062641,"ARM"
"274","Armenia",74,0.033438869,0.052145657,"ARM"
"275","Armenia",75,0.03788417,0.058159927,"ARM"
"276","Armenia",76,0.042859669,0.064568143,"ARM"
"277","Armenia",77,0.048453976,0.071270731,"ARM"
"278","Armenia",78,0.054820622,0.078333576,"ARM"
"279","Armenia",79,0.062164854,0.085825202,"ARM"
"280","Armenia",80,0.070606223,0.093767738,"ARM"
"281","Armenia",81,0.079794382,0.101997722,"ARM"
"282","Armenia",82,0.089783925,0.110386525,"ARM"
"283","Armenia",83,0.100820477,0.118740437,"ARM"
"284","Armenia",84,0.11322261,0.126689959,"ARM"
"285","Armenia",85,0.127233018,0.134021901,"ARM"
"286","Armenia",86,0.142486828,0.14195065,"ARM"
"287","Armenia",87,0.158825709,0.151034829,"ARM"
"288","Armenia",88,0.175936196,0.161572029,"ARM"
"289","Armenia",89,0.192827108,0.173978084,"ARM"
"290","Armenia",90,0.20835346,0.188684956,"ARM"
"291","Armenia",91,0.225062818,0.205602992,"ARM"
"292","Armenia",92,0.243960939,0.224705111,"ARM"
"293","Armenia",93,0.264841362,0.24561661,"ARM"
"294","Armenia",94,0.286496651,0.266687115,"ARM"
"295","Armenia",95,0.306477053,0.285006041,"ARM"
"296","Armenia",96,0.324932919,0.302325643,"ARM"
"297","Armenia",97,0.340824074,0.319118961,"ARM"
"298","Armenia",98,0.353674568,0.335910772,"ARM"
"299","Armenia",99,0.371545326,0.358561974,"ARM"
"300","Armenia",100,0.382855252,0.394679457,"ARM"
"301","Austria",1,0.000195,0.00025,"AUT"
"302","Austria",2,0.000112,0.00016,"AUT"
"303","Austria",3,8.74e-05,0.000131,"AUT"
"304","Austria",4,7.56e-05,0.000112,"AUT"
"305","Austria",5,0.000102,8.05e-05,"AUT"
"306","Austria",6,9.14e-05,7.46e-05,"AUT"
"307","Austria",7,7.86e-05,7.29e-05,"AUT"
"308","Austria",8,7.32e-05,6.98e-05,"AUT"
"309","Austria",9,6.69e-05,6.69e-05,"AUT"
"310","Austria",10,7.68e-05,5.2e-05,"AUT"
"311","Austria",11,7.65e-05,5.43e-05,"AUT"
"312","Austria",12,8.25e-05,6.27e-05,"AUT"
"313","Austria",13,9.17e-05,7.59e-05,"AUT"
"314","Austria",14,0.000114,0.000105,"AUT"
"315","Austria",15,0.000187,0.000253,"AUT"
"316","Austria",16,0.000203,0.000329,"AUT"
"317","Austria",17,0.000211,0.000392,"AUT"
"318","Austria",18,0.000209,0.000441,"AUT"
"319","Austria",19,0.000198,0.000476,"AUT"
"320","Austria",20,0.000181,0.000506,"AUT"
"321","Austria",21,0.000169,0.00053,"AUT"
"322","Austria",22,0.000164,0.000542,"AUT"
"323","Austria",23,0.000166,0.000543,"AUT"
"324","Austria",24,0.000176,0.000532,"AUT"
"325","Austria",25,0.000193,0.000513,"AUT"
"326","Austria",26,0.00021,0.000504,"AUT"
"327","Austria",27,0.000226,0.00051,"AUT"
"328","Austria",28,0.000242,0.000531,"AUT"
"329","Austria",29,0.000258,0.000567,"AUT"
"330","Austria",30,0.000274,0.000614,"AUT"
"331","Austria",31,0.000291,0.000657,"AUT"
"332","Austria",32,0.000309,0.000692,"AUT"
"333","Austria",33,0.000329,0.00072,"AUT"
"334","Austria",34,0.00035,0.00074,"AUT"
"335","Austria",35,0.000374,0.000756,"AUT"
"336","Austria",36,0.000408,0.000781,"AUT"
"337","Austria",37,0.000452,0.000819,"AUT"
"338","Austria",38,0.000507,0.00087,"AUT"
"339","Austria",39,0.000573,0.000933,"AUT"
"340","Austria",40,0.000648,0.001011135,"AUT"
"341","Austria",41,0.000723,0.001115252,"AUT"
"342","Austria",42,0.000797,0.001247757,"AUT"
"343","Austria",43,0.000868,0.001408826,"AUT"
"344","Austria",44,0.000938,0.001598676,"AUT"
"345","Austria",45,0.00100995,0.001811896,"AUT"
"346","Austria",46,0.001098263,0.002026028,"AUT"
"347","Austria",47,0.001206836,0.002235515,"AUT"
"348","Austria",48,0.001335789,0.002440448,"AUT"
"349","Austria",49,0.00148527,0.002640908,"AUT"
"350","Austria",50,0.001655286,0.002851093,"AUT"
"351","Austria",51,0.001845379,0.003127909,"AUT"
"352","Austria",52,0.002055619,0.003486538,"AUT"
"353","Austria",53,0.002286281,0.00392836,"AUT"
"354","Austria",54,0.002537684,0.004455075,"AUT"
"355","Austria",55,0.002810055,0.005058831,"AUT"
"356","Austria",56,0.003103248,0.005701985,"AUT"
"357","Austria",57,0.003417595,0.006376414,"AUT"
"358","Austria",58,0.003753635,0.007084072,"AUT"
"359","Austria",59,0.00411198,0.00782715,"AUT"
"360","Austria",60,0.004497105,0.008615197,"AUT"
"361","Austria",61,0.004925067,0.009479838,"AUT"
"362","Austria",62,0.005400959,0.010432837,"AUT"
"363","Austria",63,0.005926335,0.011479821,"AUT"
"364","Austria",64,0.006503004,0.012627412,"AUT"
"365","Austria",65,0.007144043,0.013882876,"AUT"
"366","Austria",66,0.007896427,0.015253213,"AUT"
"367","Austria",67,0.008775967,0.016748554,"AUT"
"368","Austria",68,0.009788703,0.018381491,"AUT"
"369","Austria",69,0.010941977,0.020166966,"AUT"
"370","Austria",70,0.012203604,0.022074872,"AUT"
"371","Austria",71,0.013415865,0.023926111,"AUT"
"372","Austria",72,0.014537605,0.025670658,"AUT"
"373","Austria",73,0.015566634,0.027301505,"AUT"
"374","Austria",74,0.016499422,0.028808439,"AUT"
"375","Austria",75,0.017465234,0.030333718,"AUT"
"376","Austria",76,0.019013975,0.03252286,"AUT"
"377","Austria",77,0.021331521,0.035631263,"AUT"
"378","Austria",78,0.024489776,0.039797658,"AUT"
"379","Austria",79,0.028584997,0.045207117,"AUT"
"380","Austria",80,0.033635181,0.051891861,"AUT"
"381","Austria",81,0.039335096,0.059222677,"AUT"
"382","Austria",82,0.045717658,0.067152312,"AUT"
"383","Austria",83,0.052968453,0.075877078,"AUT"
"384","Austria",84,0.061337926,0.085653361,"AUT"
"385","Austria",85,0.070983358,0.096657104,"AUT"
"386","Austria",86,0.081522742,0.10854203,"AUT"
"387","Austria",87,0.093068079,0.121304483,"AUT"
"388","Austria",88,0.105979912,0.135048479,"AUT"
"389","Austria",89,0.12074644,0.149787525,"AUT"
"390","Austria",90,0.137764051,0.165572184,"AUT"
"391","Austria",91,0.156493558,0.183127586,"AUT"
"392","Austria",92,0.176734894,0.202642243,"AUT"
"393","Austria",93,0.198037435,0.223602839,"AUT"
"394","Austria",94,0.218756724,0.244120954,"AUT"
"395","Austria",95,0.236672116,0.261271712,"AUT"
"396","Austria",96,0.255661253,0.278123024,"AUT"
"397","Austria",97,0.277635792,0.296128355,"AUT"
"398","Austria",98,0.303262665,0.316152685,"AUT"
"399","Austria",99,0.333341646,0.341743737,"AUT"
"400","Austria",100,0.353877951,0.384543953,"AUT"
"401","Azerbaijan",1,0.001759074,0.002128586,"AZE"
"402","Azerbaijan",2,0.000907,0.001163572,"AZE"
"403","Azerbaijan",3,0.000652,0.000865,"AZE"
"404","Azerbaijan",4,0.000528,7e-04,"AZE"
"405","Azerbaijan",5,0.000741,0.000682,"AZE"
"406","Azerbaijan",6,0.000638,0.000614,"AZE"
"407","Azerbaijan",7,0.000557,0.000567,"AZE"
"408","Azerbaijan",8,0.000501,0.000517,"AZE"
"409","Azerbaijan",9,0.000454,0.000478,"AZE"
"410","Azerbaijan",10,0.000265,0.000389,"AZE"
"411","Azerbaijan",11,0.000264,0.000383,"AZE"
"412","Azerbaijan",12,0.000281,0.000401,"AZE"
"413","Azerbaijan",13,0.000303,0.000449,"AZE"
"414","Azerbaijan",14,0.000356,0.000549,"AZE"
"415","Azerbaijan",15,0.000322,0.000699,"AZE"
"416","Azerbaijan",16,0.000339,0.000779,"AZE"
"417","Azerbaijan",17,0.00036,0.000858,"AZE"
"418","Azerbaijan",18,0.000384,0.000937,"AZE"
"419","Azerbaijan",19,0.000413,0.001015631,"AZE"
"420","Azerbaijan",20,0.000444,0.001089334,"AZE"
"421","Azerbaijan",21,0.000475,0.001142377,"AZE"
"422","Azerbaijan",22,0.000505,0.001170657,"AZE"
"423","Azerbaijan",23,0.000533,0.001174064,"AZE"
"424","Azerbaijan",24,0.00056,0.001152482,"AZE"
"425","Azerbaijan",25,0.000587,0.001112997,"AZE"
"426","Azerbaijan",26,0.000616,0.001084368,"AZE"
"427","Azerbaijan",27,0.000647,0.001073867,"AZE"
"428","Azerbaijan",28,0.00068,0.001081574,"AZE"
"429","Azerbaijan",29,0.000716,0.001107566,"AZE"
"430","Azerbaijan",30,0.000753,0.001151987,"AZE"
"431","Azerbaijan",31,0.00079,0.001215166,"AZE"
"432","Azerbaijan",32,0.000824,0.001297263,"AZE"
"433","Azerbaijan",33,0.000857,0.001398388,"AZE"
"434","Azerbaijan",34,0.000889,0.001518668,"AZE"
"435","Azerbaijan",35,0.000921,0.001661755,"AZE"
"436","Azerbaijan",36,0.000969,0.001841878,"AZE"
"437","Azerbaijan",37,0.001034775,0.002062888,"AZE"
"438","Azerbaijan",38,0.001118849,0.002325225,"AZE"
"439","Azerbaijan",39,0.001221301,0.002629425,"AZE"
"440","Azerbaijan",40,0.001340241,0.002967144,"AZE"
"441","Azerbaijan",41,0.001467764,0.00330297,"AZE"
"442","Azerbaijan",42,0.001601954,0.003628152,"AZE"
"443","Azerbaijan",43,0.001742903,0.003942853,"AZE"
"444","Azerbaijan",44,0.00189071,0.004247196,"AZE"
"445","Azerbaijan",45,0.002053922,0.004561632,"AZE"
"446","Azerbaijan",46,0.002266537,0.004968408,"AZE"
"447","Azerbaijan",47,0.00253756,0.005490208,"AZE"
"448","Azerbaijan",48,0.002867727,0.006130058,"AZE"
"449","Azerbaijan",49,0.003257942,0.00689166,"AZE"
"450","Azerbaijan",50,0.003696,0.007765108,"AZE"
"451","Azerbaijan",51,0.00412957,0.008697232,"AZE"
"452","Azerbaijan",52,0.00454569,0.009677456,"AZE"
"453","Azerbaijan",53,0.004944559,0.010709943,"AZE"
"454","Azerbaijan",54,0.005326299,0.011799406,"AZE"
"455","Azerbaijan",55,0.005716927,0.012965855,"AZE"
"456","Azerbaijan",56,0.006221493,0.014275584,"AZE"
"457","Azerbaijan",57,0.006869558,0.015755145,"AZE"
"458","Azerbaijan",58,0.007665811,0.017419327,"AZE"
"459","Azerbaijan",59,0.008616015,0.019286072,"AZE"
"460","Azerbaijan",60,0.009721446,0.021383874,"AZE"
"461","Azerbaijan",61,0.010967064,0.023767225,"AZE"
"462","Azerbaijan",62,0.012356391,0.026479489,"AZE"
"463","Azerbaijan",63,0.013900673,0.029566975,"AZE"
"464","Azerbaijan",64,0.015613546,0.033088194,"AZE"
"465","Azerbaijan",65,0.017505334,0.037005942,"AZE"
"466","Azerbaijan",66,0.019570351,0.040934119,"AZE"
"467","Azerbaijan",67,0.021823961,0.044770211,"AZE"
"468","Azerbaijan",68,0.024291972,0.048506587,"AZE"
"469","Azerbaijan",69,0.027005719,0.052123988,"AZE"
"470","Azerbaijan",70,0.029954588,0.055682481,"AZE"
"471","Azerbaijan",71,0.03297778,0.059549758,"AZE"
"472","Azerbaijan",72,0.036045152,0.063888269,"AZE"
"473","Azerbaijan",73,0.039172822,0.068798327,"AZE"
"474","Azerbaijan",74,0.042377043,0.07441063,"AZE"
"475","Azerbaijan",75,0.045737207,0.080851486,"AZE"
"476","Azerbaijan",76,0.049545936,0.088133546,"AZE"
"477","Azerbaijan",77,0.053962305,0.096420169,"AZE"
"478","Azerbaijan",78,0.059118657,0.105988608,"AZE"
"479","Azerbaijan",79,0.06519091,0.117227211,"AZE"
"480","Azerbaijan",80,0.072236279,0.130384144,"AZE"
"481","Azerbaijan",81,0.079745633,0.144668543,"AZE"
"482","Azerbaijan",82,0.087612122,0.15964513,"AZE"
"483","Azerbaijan",83,0.095874916,0.174706674,"AZE"
"484","Azerbaijan",84,0.104549271,0.188378221,"AZE"
"485","Azerbaijan",85,0.113693491,0.198977483,"AZE"
"486","Azerbaijan",86,0.123638731,0.209222632,"AZE"
"487","Azerbaijan",87,0.134549485,0.220204184,"AZE"
"488","Azerbaijan",88,0.146487936,0.232130106,"AZE"
"489","Azerbaijan",89,0.159430734,0.245533516,"AZE"
"490","Azerbaijan",90,0.173383694,0.261132467,"AZE"
"491","Azerbaijan",91,0.188987761,0.277976446,"AZE"
"492","Azerbaijan",92,0.206452183,0.295439498,"AZE"
"493","Azerbaijan",93,0.225448351,0.313428339,"AZE"
"494","Azerbaijan",94,0.244663673,0.333217104,"AZE"
"495","Azerbaijan",95,0.262054034,0.35776992,"AZE"
"496","Azerbaijan",96,0.27984552,0.38061705,"AZE"
"497","Azerbaijan",97,0.299190694,0.392636751,"AZE"
"498","Azerbaijan",98,0.321024148,0.38533089,"AZE"
"499","Azerbaijan",99,0.348811941,0.372342675,"AZE"
"500","Azerbaijan",100,0.381333177,0.403566642,"AZE"
"501","Belgium",1,0.000262,0.000258,"BEL"
"502","Belgium",2,0.000148,0.000164,"BEL"
"503","Belgium",3,0.000115,0.000134,"BEL"
"504","Belgium",4,9.82e-05,0.000115,"BEL"
"505","Belgium",5,9.01e-05,0.000125,"BEL"
"506","Belgium",6,8.07e-05,0.000115,"BEL"
"507","Belgium",7,6.94e-05,0.000111,"BEL"
"508","Belgium",8,6.48e-05,0.000105,"BEL"
